Speaker	Start	End	Sentence	Emotion	DialogueAct
SPEAKER_04	2078.82	2080.07	Was here for a couple weeks.	Neutral	Statement-non-opinion
SPEAKER_04	2080.91	2085.74	And and was told to do a and sale's ennablement around security.	Neutral	Statement-non-opinion
SPEAKER_04	2086.19	2088.42	And I put together this wonderful set of slides.	Very Positive	Statement-non-opinion
SPEAKER_04	2088.93	2097.60	And the shee went over, he said the night before he said. Show me what you, what you're going to do for those cells enablement and I pulled out the slides and he just about- had a hard attack and he's like.	Neutral	Statement-non-opinion
SPEAKER_04	2098.02	2102.26	You can't do this simill fire, you, you cannot show slides.	Very Negative	Statement-non-opinion
SPEAKER_04	2103.00	2105.09	That is not how we do it at gitlab.	Negative	Statement-non-opinion
SPEAKER_04	2106.02	2108.05	So I had to completely redue it.	Very Negative	Statement-non-opinion
SPEAKER_04	2108.38	2110.43	The night before and come up with.	Neutral	Collaborative Completion
SPEAKER_04	2110.81	2117.61	A a gugledoc that had lynxs to things in the hand book of where to find the different pieces of information.	Neutral	Statement-non-opinion
SPEAKER_04	2118.14	2120.79	In my mind, that's what a sailes place should be.	Neutral	Statement-opinion
SPEAKER_04	2121.14	2122.78	It should be lynx to.	Neutral	Statement-opinion
SPEAKER_04	2123.20	2124.48	The thecononical.	Neutral	Collaborative Completion
SPEAKER_04	2125.23	2127.57	Information, so that you don't have to.	Neutral	Statement-non-opinion
SPEAKER_04	2127.91	2130.47	Copy things and then the sales play gets out a sink.	Very Negative	Statement-opinion
SPEAKER_04	2131.72	2132.60	Wit should be one.	Positive	Statement-opinion
SPEAKER_03	2133.75	2138.74	To be fair to sit, I don't I don't think sin would ever do that and those may have been ashecios exact words. We.	Neutral	Statement-opinion
SPEAKER_03	2139.32	2140.55	Surely he was exaggerating.	Negative	Statement-opinion
SPEAKER_04	2140.90	2141.16	You.	Neutral	Yes-No-Question
SPEAKER_04	2141.71	2143.15	Is aproach to.	Neutral	Yes-No-Question
SPEAKER_03	2143.32	2144.29	All us us say is.	Neutral	Affirmative non-yes answers
SPEAKER_03	2144.94	2147.31	Yet like to be superclear on it,.	Positive	Abandoned or Turn-Exit
SPEAKER_03	2147.80	2150.34	Your sale's play should be a page in the hand book.	Neutral	Statement-opinion
SPEAKER_03	2150.61	2154.23	It should be a short, pithy, concise.	Neutral	Statement-opinion
SPEAKER_03	2155.18	2159.92	You know set of info. That's, like only has the info that only the sale's person needs.	Negative	Abandoned or Turn-Exit
SPEAKER_03	2160.22	2166.16	And that it should link out to your what I man to call your goto market strategy page.	Neutral	Statement-opinion
SPEAKER_03	2166.74	2169.47	So that use case solution, resource.	Neutral	Statement-opinion
SPEAKER_03	2169.91	2172.64	G t m usecase page that we've been using all along.	Neutral	Statement-non-opinion
SPEAKER_03	2174.04	2181.79	That should be your single source of truth that put everything else, your posonas, your message house, all of you other stuff.	Neutral	Statement-opinion
SPEAKER_03	2182.62	2184.76	So there's two different handbook pages at.	Neutral	Statement-non-opinion
SPEAKER_03	2186.04	2188.52	Oes that formad, whatever you salya.	Neutral	Collaborative Completion
SPEAKER_00	2189.40	2192.79	That seems a little betripitititright I mean ah.	Neutral	Statement-opinion
SPEAKER_00	2193.54	2195.51	Pretty much everything that we have.	Neutral	Statement-non-opinion
SPEAKER_00	2195.75	2197.20	On the saless play book.	Neutral	Statement-non-opinion
SPEAKER_00	2197.64	2201.01	So to say are things that we have on the use case page.	Neutral	Statement-non-opinion
SPEAKER_00	2201.48	2203.36	We could create another page.	Neutral	Statement-non-opinion
SPEAKER_00	2203.74	2205.42	Which kind of summerises.	Positive	Wh-Question
SPEAKER_00	2206.04	2206.65	Am.	Neutral	Uninterpretable
SPEAKER_00	2207.05	2209.72	You know what on the? U scage pa the uecase page.	Negative	Statement-non-opinion
SPEAKER_00	2210.11	2211.46	Rather than having it.	Neutral	Collaborative Completion
SPEAKER_00	2211.74	2214.33	Am o ion only no. I.	Neutral	Statement-non-opinion
SPEAKER_04	2212.99	2215.59	Ion only no, I wouldn't copy things. What I.	Neutral	Statement-non-opinion
SPEAKER_04	2215.95	2218.65	To me, the difference is, what's in a sales play.	Neutral	Statement-opinion
SPEAKER_04	2219.47	2219.91	Ez.	Neutral	Collaborative Completion
SPEAKER_04	2220.27	2220.79	Im.	Neutral	Uninterpretable
SPEAKER_04	2222.10	2231.15	A little bit more specific than what's in the the use case, resource page, so it sails, plays going to take a subset of that and so for.	Neutral	Statement-opinion
SPEAKER_04	2231.81	2233.50	We've got the s I.	Neutral	Statement-non-opinion
SPEAKER_04	2233.75	2234.91	Resource page.	Neutral	Statement-non-opinion
SPEAKER_04	2235.54	2237.02	Uscase resource pageright.	Neutral	Statement-non-opinion
SPEAKER_04	2238.17	2241.02	And it talks about all kind anything you'd wanto know about see. I.	Neutral	Statement-non-opinion
SPEAKER_04	2241.76	2242.41	How do.	Neutral	Hold before answer/agreement
SPEAKER_04	2242.73	2244.65	Who's the pursona for see I everything.	Neutral	Wh-Question
SPEAKER_04	2245.63	2251.48	In the go to market motion, we're doing premium to ultimate for customers that already have sea e.	Neutral	Statement-non-opinion
SPEAKER_04	2253.07	2253.56	So.	Neutral	Statement-non-opinion
SPEAKER_04	2254.30	2255.40	We need to think about.	Neutral	Action-directive
SPEAKER_04	2255.85	2258.42	What is it that's going to drive them from.	Neutral	Statement-non-opinion
SPEAKER_04	2258.89	2263.33	If they're already using sea, I from premium to ultimate its security, so.	Neutral	Statement-non-opinion
SPEAKER_04	2263.65	2267.18	The path has to be a little but different, so fir. This sails pla.	Neutral	Statement-non-opinion
SPEAKER_04	2267.52	2267.85	You.	Neutral	Yes-No-Question
SPEAKER_04	2268.17	2272.21	You might link to some of the sea eye stuff, but you're, probably more likely to link to the.	Neutral	Statement-opinion
SPEAKER_04	2272.59	2273.40	Defsecops.	Neutral	Collaborative Completion
SPEAKER_04	2274.08	2277.61	Material and you'regoing to say these are the things that you need to pay attention to.	Neutral	Statement-opinion
SPEAKER_04	2277.99	2280.42	The other piece that's going to be in there is those lynks.	Neutral	Statement-non-opinion
SPEAKER_04	2281.56	2283.87	Those pathfactory lynks that say.	Neutral	Statement-non-opinion
SPEAKER_04	2284.15	2288.24	If you want a sand, the sizemac shift white paper.	Negative	Statement-non-opinion
SPEAKER_04	2289.03	2296.25	Use this link because it's gon attract o that to this use case camer. This go to market motion campaign.	Neutral	Action-directive
SPEAKER_04	2297.57	2298.04	So.	Neutral	Statement-non-opinion
SPEAKER_04	2298.92	2300.15	There is a little bit.	Neutral	Statement-non-opinion
SPEAKER_04	2301.45	2305.96	I'll, be it small of information that I think is very unique to the sales play.	Neutral	Declarative Yes-No-Question
SPEAKER_04	2306.65	2308.29	Thats separate from.	Neutral	Collaborative Completion
SPEAKER_04	2309.04	2310.50	Think of it more like a.	Neutral	Statement-opinion
SPEAKER_04	2311.36	2312.45	A navigation.	Neutral	Statement-non-opinion
SPEAKER_04	2312.71	2313.31	A mab.	Neutral	Collaborative Completion
SPEAKER_04	2313.75	2317.26	There's all this content out there. If you want to sell this.	Neutral	Statement-opinion
SPEAKER_04	2318.53	2319.30	Here's the.	Neutral	Collaborative Completion
SPEAKER_04	2319.73	2320.28	Pieces.	Neutral	Collaborative Completion
SPEAKER_04	2320.60	2323.30	That we recommend and just amout to a.	Neutral	Abandoned or Turn-Exit
SPEAKER_04	2323.64	2324.16	Lynx.	Neutral	Statement-non-opinion
SPEAKER_04	2324.64	2325.08	To them.	Neutral	Collaborative Completion
SPEAKER_04	2325.26	2327.05	Not recopying it just.	Neutral	Statement-non-opinion
SPEAKER_03	2327.96	2328.48	Ya.	Neutral	Appreciation
SPEAKER_03	2328.81	2334.17	And and samme, I think that you, you have a gugle dockright, where you started to draugt o sail's poy.	Neutral	Statement-opinion
SPEAKER_00	2334.78	2335.32	Ya.	Neutral	Appreciation
SPEAKER_00	2336.11	2339.79	And most of that lynx to the uscatescate at.	Neutral	Statement-non-opinion
SPEAKER_03	2339.69	2343.30	That's surfict, can you take that gibbledock and just make it a handle page.	Negative	Yes-No-Question
SPEAKER_00	2344.65	2344.99	Oh cam.	Neutral	Appreciation
SPEAKER_00	2345.51	2346.47	I can do that.	Neutral	Statement-non-opinion
SPEAKER_00	2348.63	2353.07	O kag, I get it so it's just the subset of what we already have on the.	Neutral	Statement-non-opinion
SPEAKER_00	2353.44	2354.62	Ah usecase.	Negative	Collaborative Completion
SPEAKER_00	2355.00	2357.83	Resor page or whatever we one of gollet going forward.	Neutral	Statement-opinion
SPEAKER_04	2358.49	2360.88	Ah, don't copy any it's o. It's.	Neutral	Action-directive
SPEAKER_03	2360.38	2361.44	It's anso that.	Neutral	Statement-opinion
SPEAKER_03	2361.71	2366.40	Somue, the one thing we did, which is why again at bran's point about these having his dunb meetings.	Neutral	Statement-non-opinion
SPEAKER_03	2366.81	2369.78	As we had some meaning, that was like three a m. Your time.	Negative	Statement-non-opinion
SPEAKER_03	2370.42	2376.43	And we got feed back from sail's leadership, and the sails of the feebaccomsell's leadership is like. Can you curate this more.	Neutral	Statement-non-opinion
SPEAKER_03	2376.98	2384.71	We love all the inpo, but can we just get like one page? That just has the view the sawl needs and nothing else.	Positive	Statement-non-opinion
SPEAKER_03	2385.54	2389.99	And I think you've already done that. I think your gugledoc is perfect. It's like de curated view.	Positive	Statement-opinion
SPEAKER_03	2390.57	2394.57	Im and so, and the holy reason to make it a ha ot pages is, were all consisted.	Neutral	Statement-non-opinion
SPEAKER_00	2395.33	2396.41	Look at conidel.	Neutral	Action-directive
SPEAKER_00	2398.70	2402.43	And from this page we will only link to essets that are.	Neutral	Statement-non-opinion
SPEAKER_00	2402.75	2405.13	In bartfactory, which sails can actually.	Neutral	Statement-non-opinion
SPEAKER_00	2405.52	2407.78	Used to send a to their.	Neutral	Statement-non-opinion
SPEAKER_00	2408.19	2414.24	Now, on the uscase page, we do have lings to sojoun essays, which all actually not lart factory pages.	Negative	Statement-non-opinion
SPEAKER_00	2414.65	2417.03	Do we honor aba those as well do.	Neutral	Yes-No-Question
SPEAKER_00	2417.40	2419.47	Have but factory links instead.	Negative	Statement-non-opinion
SPEAKER_00	2419.76	2421.89	That we jist consistent and ons of.	Neutral	Statement-opinion
SPEAKER_00	2422.23	2423.69	Rarviat winking sein.	Neutral	Statement-non-opinion
SPEAKER_03	2424.44	2424.91	Stool.	Neutral	Collaborative Completion
SPEAKER_03	2425.72	2429.75	That's ot a bad idea if, if there is a pafactory for an asset.	Negative	Statement-opinion
SPEAKER_03	2430.63	2437.02	Linking that, as like the you know, this is the link do gochare. This is how to gook get this asset. It's a great idea.	Positive	Statement-opinion
SPEAKER_00	2440.77	2446.47	Yr fok forgidos. We are actually creating bat factory lings for pretty much all the er. It.	Neutral	Statement-non-opinion
SPEAKER_00	2446.91	2451.06	That behalv, a including you, two bidios and a.	Neutral	Statement-non-opinion
SPEAKER_00	2451.39	2453.95	Pages and an so and so.	Neutral	Statement-non-opinion
SPEAKER_00	2454.69	2455.06	Ah,.	Neutral	Acknowledge (Backchannel)
SPEAKER_00	2455.33	2459.47	Ye, I think we re jus link to that fron bord te usele sweet hand.	Neutral	Statement-opinion
SPEAKER_00	2460.18	2460.58	Ah,.	Neutral	Acknowledge (Backchannel)
SPEAKER_00	2460.95	2461.85	And te.	Neutral	Statement-non-opinion
SPEAKER_04	2465.48	2465.63	W.	Neutral	Uninterpretable
SPEAKER_03	2466.89	2467.30	Cool.	Positive	Appreciation
SPEAKER_03	2468.19	2471.72	Then, ah, we're a little bit overtime.	Neutral	Statement-non-opinion
SPEAKER_03	2472.11	2472.66	Um.	Neutral	Uninterpretable
SPEAKER_03	2474.25	2481.29	I really wanted just chat about itam four quickly and maybe I'll open an issue about it.	Neutral	Statement-non-opinion
SPEAKER_03	2481.68	2482.28	And.	Neutral	Statement-non-opinion
SPEAKER_03	2482.94	2484.27	Maybe that's all we get through.	Negative	Statement-opinion
SPEAKER_03	2484.85	2485.57	So.	Neutral	Uninterpretable
SPEAKER_03	2486.74	2491.89	Actually well yad just what a chad about this, the team just for a second to say that um.	Neutral	Statement-non-opinion
SPEAKER_03	2492.86	2493.81	It be great the hept.	Positive	Statement-opinion
SPEAKER_03	2494.77	2522.70	A deepen our knowledge of these secnands right fee back we get a lot is haall of your messaging. Is enterprise messaging. We are leaving out a smb right. I think we've all talked about this little bit or for that matter like we used to have a a deep, pob, seck specialist, on the team, and we don't any more- and this is the current team- you know for the next short term- there's no more racks. So how does this team cover semb and pubseck?.	Negative	Statement-non-opinion
SPEAKER_03	2523.34	2529.70	Actually is consay. My idea for this is not my idea, somya's idea, which is a brilliant fricant idea, no want us to do it.	Negative	Statement-non-opinion
SPEAKER_03	2530.58	2531.15	Which is.	Neutral	Abandoned or Turn-Exit
SPEAKER_03	2531.64	2538.81	We should all know a little bit about this, so we all learnd a little bit more about us to be a lubet more about memarket, an a littlebet more about pubsack.	Neutral	Action-directive
SPEAKER_03	2539.56	2543.67	And then I'd love to see like one person on the team.	Positive	Statement-non-opinion
SPEAKER_03	2543.78	2549.09	Cont of pick up each of these areas, soso, like everyone, would learn a little bit more about pubsack.	Neutral	Abandoned or Turn-Exit
SPEAKER_03	2549.28	2561.95	And that one person would say amino in vestel even more time, amana tro to specialize a little bit in becoming a little bit deeper in pubseck ouknoch, an a get like tracys level of knowledge, but it jus would be like a focus area for you.	Neutral	Statement-non-opinion
SPEAKER_03	2563.74	2574.76	It I'll all open an issue on that, but t just any kind of questions on having that kind of format of we all dig in a little deeper and then each person signs up to cound o have a focus aria on a segmet.	Neutral	Statement-non-opinion
SPEAKER_04	2579.87	2582.93	I'd like te focus on enterprise, just because that's where.	Neutral	Statement-non-opinion
SPEAKER_04	2583.52	2585.56	The vast majority of the security to.	Neutral	Abandoned or Turn-Exit
SPEAKER_04	2585.73	2585.98	Are.	Neutral	Abandoned or Turn-Exit
SPEAKER_06	2587.36	2588.90	I'd take a sand, be.	Neutral	Statement-non-opinion
SPEAKER_06	2589.30	2598.42	Tha sinsor or iranonough brianotsa, it sounds. It looks like a the devps platform's going essan b midmarket first anyway, sou.	Negative	Statement-opinion
SPEAKER_06	2599.78	2600.09	Might.	Neutral	Repeat-phrase
SPEAKER_03	2600.09	2601.08	Make sense for one of.	Neutral	Statement-opinion
SPEAKER_03	2601.72	2605.35	There could be some alliement with did han o current go to marketmotions as well.	Neutral	Statement-opinion
SPEAKER_06	2603.51	2603.80	Han.	Neutral	Backchannel in question form
SPEAKER_06	2605.66	2606.08	Ye.	Neutral	Appreciation
SPEAKER_06	2606.40	2608.04	I rom to do that. Research anuine.	Neutral	Statement-non-opinion
SPEAKER_03	2606.48	2607.04	Rom to.	Neutral	Backchannel in question form
SPEAKER_03	2608.46	2608.85	And I.	Neutral	Statement-non-opinion
SPEAKER_03	2610.16	2613.66	Ye I just want there to be- I don't think they like.	Negative	Statement-opinion
SPEAKER_03	2613.79	2623.66	I, what I don't want this to be is I don't want cormac to you to be like the sum b person on the team when everything as sanbi goes to you and the rest of us are joscuing noressenby.	Neutral	Statement-non-opinion
SPEAKER_03	2624.44	2625.75	I wanter to be more like.	Neutral	Statement-non-opinion
SPEAKER_03	2626.21	2634.68	Your task with representing s nb and your task with making sure all of us are have very solidessand, be messaging.	Neutral	Statement-non-opinion
SPEAKER_03	2635.95	2638.75	If that kind of distinction same thing with enterprise or whatever.	Neutral	Statement-opinion
SPEAKER_03	2639.85	2644.64	Oke I'll a'll open an issue on that, and then we can let a sinc kinissort that if that sounds good to the team.	Neutral	Statement-non-opinion
SPEAKER_03	2645.63	2646.21	Ah,.	Neutral	Acknowledge (Backchannel)
SPEAKER_03	2648.30	2648.67	I hate.	Very Negative	Statement-non-opinion
SPEAKER_03	2649.09	2650.46	I hate going down to the wire.	Negative	Statement-non-opinion
SPEAKER_03	2650.76	2653.48	Is there anything bryne that you like to share about.	Neutral	Yes-No-Question
SPEAKER_02	2655.25	2660.45	A the short version is that we're really forming storming sometimes.	Neutral	Statement-opinion
SPEAKER_02	2660.89	2661.87	Sometimes we get out a ead.	Negative	Statement-non-opinion
SPEAKER_02	2662.39	2676.60	But it's just not a great time for us to take on in terns or apprentices, even internal enterance, but we absolutely want to do it so maybe cuthre, I don't know like balpark. Like some time later. We should put the shingleback out there in n, totally recruit people.	Negative	Statement-non-opinion
SPEAKER_03	2677.54	2692.24	This ad is a great call if anybody races their hand and says hey I'd love to enter in in p m m. Let's talk about that immediately and ah, if that doesn't happen before like next quarter or even if, certainly by cu, three, we should then tryw to recruit people.	Neutral	Statement-opinion
SPEAKER_02	2677.75	2678.22	Ad.	Neutral	Repeat-phrase
SPEAKER_03	2692.51	2694.50	I absolutely love hadiincom with agree.	Positive	Statement-non-opinion
SPEAKER_03	2695.18	2700.29	Ah, the last one- hopefully I can just stay here about corpra vents.	Negative	Statement-non-opinion
SPEAKER_03	2700.54	2703.01	A little bit of back and forth an I apologized for the back and forth.	Neutral	Statement-non-opinion
SPEAKER_03	2703.82	2721.44	Ah, there's been a lot of backopors than I apologized for it. So a initially I had a call with emily and we talked about emily sharing. How much hurteam loves artim its great lato, the martine and she would love to have for the big four corp events at that they do a year.	Positive	Statement-non-opinion
SPEAKER_03	2721.81	2724.27	Which three of them are in the? U s, and one is ane eu.	Neutral	Wh-Question
SPEAKER_03	2725.18	2725.64	Ah,.	Neutral	Acknowledge (Backchannel)
SPEAKER_03	2725.94	2728.07	A p amem and a t amem.	Negative	Statement-non-opinion
SPEAKER_03	2729.49	2733.00	Dedicated to that event to help with lok as a dearry for that event,.	Neutral	Statement-non-opinion
SPEAKER_03	2734.40	2734.87	On.	Neutral	Backchannel in question form
SPEAKER_03	2735.37	2744.64	After I had that conversation, then, in a meeting that, like tot, we have a totus tos is in room b pi, so its tod tracy tie- and I.	Neutral	Statement-non-opinion
SPEAKER_03	2745.25	2745.70	Ah,.	Neutral	Acknowledge (Backchannel)
SPEAKER_03	2746.55	2752.54	You know tod says: well, I think corporate events, our demand generation. The reason we do those events are to get leads.	Neutral	Statement-non-opinion
SPEAKER_03	2753.08	2756.92	And so anything ats demand jen should get funneled through argeti emotions.	Negative	Statement-opinion
SPEAKER_03	2757.60	2764.25	Though the idea that a g t, emotion, team would pick up to like sponsor an event.	Neutral	Statement-opinion
SPEAKER_03	2764.52	2768.33	And let commit to lek running campaigns and stuff at that.	Negative	Statement-opinion
SPEAKER_03	2768.94	2773.31	Ah, clearly, on't have time to articulate it all to day or to answer any questions.	Negative	Statement-non-opinion
SPEAKER_03	2773.75	2775.74	As one a share bit of that context,.	Neutral	Abandoned or Turn-Exit
SPEAKER_03	2776.28	2778.15	I think my original ask goes away.	Negative	Statement-opinion
SPEAKER_03	2778.63	2782.30	And I think the current state is we to take ut to g tam tes, but.	Neutral	Statement-opinion
SPEAKER_03	2782.73	2784.48	Maybe we take it e sinker to slack.	Negative	Statement-opinion
SPEAKER_05	2785.80	2790.37	A g as as about ask when the dates were, and it looks like cromike stonam in there ye.	Neutral	Statement-non-opinion
SPEAKER_03	2789.91	2791.10	Ye I.	Neutral	Uninterpretable
SPEAKER_03	2792.11	2794.35	I want to give you all time I hate this like.	Very Negative	Statement-non-opinion
SPEAKER_03	2794.79	2803.82	Keeping the call open forever, so I'm I'm happing to hang out and talk more if anybody wants to. But I I want to let everyone go and get to work in.	Neutral	Statement-non-opinion
SPEAKER_03	2804.24	2805.74	Yet il have yoest.	Neutral	Collaborative Completion
SPEAKER_04	2805.93	2806.69	Mention.	Neutral	Repeat-phrase
SPEAKER_04	2807.06	2811.33	There was supposed to be an a w s, security, evant and then egat.	Negative	Statement-non-opinion
SPEAKER_04	2811.85	2813.27	Cabasch with kep coved.	Neutral	Statement-non-opinion
SPEAKER_04	2814.13	2815.33	But she mention mother or not.	Neutral	Statement-non-opinion
SPEAKER_04	2815.58	2816.34	Era, ye tat.	Neutral	Backchannel in question form
SPEAKER_03	2817.76	2818.23	Ah,.	Neutral	Acknowledge (Backchannel)
SPEAKER_03	2819.26	2819.94	Not.	Neutral	Hold before answer/agreement
SPEAKER_03	2820.56	2823.34	Not in the conversation I had, as you know, tho h issue for that.	Negative	Statement-non-opinion
SPEAKER_04	2824.61	2825.22	I'll ask him.	Neutral	Statement-non-opinion
SPEAKER_06	2825.79	2826.09	Yeh.	Neutral	Acknowledge (Backchannel)
SPEAKER_06	2827.93	2832.17	Jus nou tis kind of obnoxious of gugle, the fur next rat on top of vacubkan.	Negative	Statement-opinion
SPEAKER_04	2828.10	2828.58	Nou tis.	Neutral	Appreciation
SPEAKER_03	2828.58	2828.78	Of.	Neutral	Uninterpretable
SPEAKER_03	2833.13	2837.06	They do in every year, so every year, cukan.	Neutral	Statement-non-opinion
SPEAKER_03	2837.69	2844.98	Hug next and eight: u s r lebactive ac! I did all three of them for a while and it was really.	Positive	Statement-non-opinion
SPEAKER_03	2845.08	2846.21	Painful.	Negative	Statement-opinion
SPEAKER_03	2846.46	2847.48	Exciting time.	Positive	Statement-opinion
SPEAKER_03	2849.35	2849.97	Hungs.	Neutral	Statement-non-opinion
SPEAKER_03	2850.31	2859.02	You know there's jepidally one year, I did I I literally three weeks in a row. I did giggl next in the kucana than at. U asitis flew from city city for three weeks.	Negative	Statement-non-opinion
SPEAKER_03	2859.41	2859.84	Ah,.	Neutral	Acknowledge (Backchannel)
SPEAKER_03	2860.84	2864.32	Honest, I don't know that we're going to do that, I'm not I'm not quite sure.	Negative	Statement-non-opinion
SPEAKER_03	2864.64	2876.25	Basic o, this is like hay. I made him ask a week ago and I'm now lik rescending that ask I'm now saying like well. Actually I don't think I quite understood this and were still figuring out, so I will chalk this up too.	Negative	Statement-non-opinion
SPEAKER_03	2877.01	2878.74	How does corporat events.	Neutral	Wh-Question
SPEAKER_03	2879.17	2892.70	Work with all the things, the latest guidance that I've gotten is we final corporate events through the getia emotions, which I think make sense because they are ther demand an opportunity so think of it. Like a campaign.	Neutral	Statement-opinion
SPEAKER_03	2893.83	2894.19	Um.	Neutral	Uninterpretable
SPEAKER_05	2894.84	2898.08	Is hat includefield marketing types up to others of these separate things.	Neutral	Yes-No-Question
SPEAKER_03	2898.79	2902.22	That's a great question, so field marketing, a corporate.	Neutral	Action-directive
SPEAKER_03	2902.79	2904.97	Field events in corporatevents are two separate.	Neutral	Statement-non-opinion
SPEAKER_03	2906.32	2911.75	So you know field marketing reports in the lesle doctor n. You know corporatevts reports into emily.	Neutral	Statement-non-opinion
SPEAKER_03	2912.36	2919.24	Dn duc, you know corporat even is a huge cuge avanus things like eight of u as ere you coupcon like we do a few of these.	Neutral	Statement-non-opinion
SPEAKER_02	2912.46	2912.92	Dn duc.	Neutral	Collaborative Completion
SPEAKER_00	2916.71	2917.32	Ere.	Neutral	Agree/Accept
SPEAKER_03	2919.78	2921.02	With their corporate marketing.	Neutral	Collaborative Completion
SPEAKER_03	2921.83	2925.07	You know field feld marketing is like small reginal.	Neutral	Statement-opinion
SPEAKER_05	2925.49	2928.07	The cacts, a sime, is quot different in region in soca.	Neutral	Statement-non-opinion
SPEAKER_03	2925.83	2926.45	A sime is.	Neutral	Collaborative Completion
SPEAKER_03	2928.36	2933.13	A so feel, marketing one hundred per cent goes through getia motions. I know that for a fact.	Neutral	Statement-opinion
SPEAKER_03	2934.01	2936.46	So what do you sa panish? Are you chenerous.	Negative	Wh-Question
SPEAKER_00	2935.58	2935.73	Are.	Neutral	Abandoned or Turn-Exit
SPEAKER_05	2935.73	2936.24	You chenerous.	Negative	Collaborative Completion
SPEAKER_03	2936.66	2937.00	Yes,.	Neutral	Yes answers
SPEAKER_03	2937.62	2940.42	Like we have this struggle right now, where.	Neutral	Statement-opinion
SPEAKER_05	2938.23	2938.65	Have.	Neutral	Abandoned or Turn-Exit
SPEAKER_03	2941.59	2949.67	We have to w have to keep generating demand right. We can't just pause field marketing. While we go and roll out getimotions.	Negative	Statement-opinion
SPEAKER_03	2950.87	2954.99	But eventually what should happen is we say, here's a gita motion.	Neutral	Statement-opinion
SPEAKER_03	2955.26	2977.26	And it has the sails play. Tt has these campaigns associated with it or grandand field marketing would select from amenu and they would say? Oh c, I want to run this see I campaign. I want to run this devash platform campaign and like the content, the weavon are. The the campaign has all been designed and theyrea kind of picking, fom a menue, and they decide what to run in their region.	Neutral	Statement-opinion
SPEAKER_00	2958.85	2959.29	Or.	Neutral	Uninterpretable
SPEAKER_03	2977.63	2981.07	Riestrait, so we get rid of these kind of bespoke everything's bespoke.	Negative	Statement-non-opinion
SPEAKER_03	2981.63	2983.66	Field marketing becomes like a downstream.	Negative	Statement-opinion
SPEAKER_03	2984.37	2986.12	Our g tm output.	Neutral	Collaborative Completion
SPEAKER_03	2986.49	2996.23	U the problem sas we're not there yet, so we still needed. We still need to support them. The best that we can with like one offor bespoke stuff.	Neutral	Abandoned or Turn-Exit
SPEAKER_05	2995.99	2996.36	Gogeu.	Neutral	Statement-non-opinion
SPEAKER_03	2996.73	2997.14	But.	Neutral	Statement-opinion
SPEAKER_03	2997.34	2997.85	I'm.	Neutral	Statement-non-opinion
SPEAKER_03	2998.59	3001.14	That's count of the tension we're at right. Now I w say: let's letis know.	Neutral	Statement-non-opinion
SPEAKER_05	3000.55	3010.71	Letis know tat was the intent going down the line of cut cool that makes sense em? Are they going to get baked into our motion or they justgin to be expected to keep a finger on the pulse of all these gotomarket motions without being involved directly.	Negative	Yes-No-Question
SPEAKER_03	3011.99	3013.10	That's a great question.	Positive	Appreciation
SPEAKER_03	3013.59	3014.35	My.	Neutral	Uninterpretable
SPEAKER_03	3015.23	3024.90	Impression of it is that the way it should work is the g t m tms should be packaging, their campaigns.	Negative	Statement-opinion
SPEAKER_03	3025.29	3027.99	In a way such that they are like.	Neutral	Abandoned or Turn-Exit
SPEAKER_03	3028.32	3029.79	In a box.	Neutral	Abandoned or Turn-Exit
SPEAKER_03	3029.89	3033.89	Are confumable that's my impression of how it should be.	Neutral	Collaborative Completion
SPEAKER_03	3034.28	3041.07	And so this would be like for a field markenqin to saca. I want ta run this campaign surer for partner.	Neutral	Statement-non-opinion
SPEAKER_03	3041.28	3045.18	Right so that youre to be translated for like our partner, so thake g, I want to run this staff.	Neutral	Statement-non-opinion
SPEAKER_05	3041.81	3042.18	Youre to.	Neutral	Appreciation
SPEAKER_05	3045.62	3047.09	Mixin.	Neutral	Statement-non-opinion
SPEAKER_05	3049.15	3049.47	Go.	Neutral	Action-directive
SPEAKER_05	3053.82	3054.08	I.	Neutral	Statement-non-opinion
SPEAKER_03	3055.49	3055.95	Asson.	Neutral	Statement-non-opinion
SPEAKER_03	3057.45	3058.19	Echa litra.	Neutral	Statement-non-opinion
